Accession,Description,X..Unique.Peptides,X126.127_N_norm_log2,X126.127_C_norm_log2,X126.128_N_norm_log2,X126.128_C_norm_log2,X126.129_N_norm_log2,X126.129_C_norm_log2,X126.130_N_norm_log2,X126.130_C_norm_log2,X126.131_norm_log2
P00505,"Aspartate aminotransferase, mitochondrial OS=Homo sapiens GN=GOT2 PE=1 SV=3 - [AATM_HUMAN]",7,-0.012226302,0.061477511,0.122737902,-0.061065151,-0.234121714,-0.148522525,0.002766434,-0.007593149,-0.147215144
P78344,Eukaryotic translation initiation factor 4 gamma 2 OS=Homo sapiens GN=EIF4G2 PE=1 SV=1 - [IF4G2_HUMAN],8,-0.081388327,-0.095451142,-0.187869656,-0.057046499,-0.102877181,-0.131244533,-0.068037521,-0.081794091,-0.147215144
O60763,General vesicular transport factor p115 OS=Homo sapiens GN=USO1 PE=1 SV=2 - [USO1_HUMAN],5,-0.248498313,-0.127379306,-0.308885057,-0.193747634,-0.424805276,-0.219781208,-0.145556313,-0.306860647,-0.14866436
P30041,Peroxiredoxin-6 OS=Homo sapiens GN=PRDX6 PE=1 SV=3 - [PRDX6_HUMAN],9,0.15565087,-0.045029248,0.12807628,0.045562577,0.023176322,0.015596855,0.03285216,0.05934801,-0.150115034
P21589,5'-nucleotidase OS=Homo sapiens GN=NT5E PE=1 SV=1 - [5NTD_HUMAN],4,0.166539187,-0.449307401,0.133394978,-0.211504105,-0.237560798,-0.044590151,-0.059355278,0.03737761,-0.150115034
Q6VY07,Phosphofurin acidic cluster sorting protein 1 OS=Homo sapiens GN=PACS1 PE=1 SV=2 - [PACS1_HUMAN],10,-0.09758036,0.113628793,-0.004374016,0.05115804,-0.27594189,-0.145050333,-0.160953418,-0.054010935,-0.150115034
Q8N1F7,Nuclear pore complex protein Nup93 OS=Homo sapiens GN=NUP93 PE=1 SV=2 - [NUP93_HUMAN],4,-0.104108403,-0.133445307,0.090286036,-0.023332504,-0.203533394,-0.15549208,-0.070943252,-0.081794091,-0.151567168
P50750,Cyclin-dependent kinase 9 OS=Homo sapiens GN=CDK9 PE=1 SV=3 - [CDK9_HUMAN],2,-0.400903215,0,-0.047354242,0.095157233,-0.183495641,-0.227104549,-0.044999985,-0.297522782,-0.151567168
Q9UMS4,Pre-mRNA-processing factor 19 OS=Homo sapiens GN=PRPF19 PE=1 SV=1 - [PRP19_HUMAN],2,0.114071767,-0.02233895,0.195735335,-0.061065151,0.090551758,0.160134498,-0.011119092,0.077404504,-0.153020765
P62753,40S ribosomal protein S6 OS=Homo sapiens GN=RPS6 PE=1 SV=1 - [RS6_HUMAN],5,-0.117253779,-0.033639491,0.013043037,0.039945328,-0.526302465,-0.241863706,-0.247062433,-0.30218416,-0.153020765
P63000,Ras-related C3 botulinum toxin substrate 1 OS=Homo sapiens GN=RAC1 PE=1 SV=1 - [RAC1_HUMAN],7,0.088536675,0.068540903,0.107954685,0.030534368,0.104200819,0.187932951,0.054345222,0.022542569,-0.154475828
P50148,Guanine nucleotide-binding protein G(q) subunit alpha OS=Homo sapiens GN=GNAQ PE=1 SV=4 - [GNAQ_HUMAN],2,-0.157424218,-0.041222663,-0.042848163,-0.075219245,-0.234121714,-0.090602549,-0.082625057,-0.118319967,-0.154475828
P49336,Cyclin-dependent kinase 8 OS=Homo sapiens GN=CDK8 PE=1 SV=1 - [CDK8_HUMAN],4,0,-0.089542485,0.050073768,-0.009676059,-0.247927513,-0.245577209,-0.06513763,-0.233797185,-0.155932361
Q9Y4G6,Talin-2 OS=Homo sapiens GN=TLN2 PE=1 SV=4 - [TLN2_HUMAN],6,0.171952683,-0.157967626,-0.13415907,-0.077252643,0.104200819,0.24726709,0.043638716,0.210987658,-0.157390365
Q92499,ATP-dependent RNA helicase DDX1 OS=Homo sapiens GN=DDX1 PE=1 SV=2 - [DDX1_HUMAN],5,-0.133855747,-0.289506617,-0.196184925,-0.320482267,-0.29731554,-0.283247627,-0.250352503,-0.019058336,-0.157390365
Q16186,Proteasomal ubiquitin receptor ADRM1 OS=Homo sapiens GN=ADRM1 PE=1 SV=2 - [ADRM1_HUMAN],2,0.097098688,0.137335583,0.141336438,-0.141752997,-0.237560798,-0.097297201,-0.079695726,-0.022900402,-0.157390365
P07948,Tyrosine-protein kinase Lyn OS=Homo sapiens GN=LYN PE=1 SV=3 - [LYN_HUMAN],11,-0.068564286,-0.075849006,0.017364643,-0.029225072,-0.293731203,-0.19443836,-0.103298625,-0.042265727,-0.157390365
P60983,Glia maturation factor beta OS=Homo sapiens GN=GMFB PE=1 SV=2 - [GMFB_HUMAN],2,-0.068564286,-0.262665005,-0.174664118,-0.007735649,-0.115477217,-0.15549208,0.057009479,-0.126563961,-0.157390365
Q14157,Ubiquitin-associated protein 2-like OS=Homo sapiens GN=UBAP2L PE=1 SV=2 - [UBP2L_HUMAN],8,0.009102207,-0.227635787,0.18936581,0.036188308,-0.186815999,-0.138130919,-0.030786125,0.011315313,-0.158849844
Q8N1G4,Leucine-rich repeat-containing protein 47 OS=Homo sapiens GN=LRRC47 PE=1 SV=1 - [LRC47_HUMAN],2,-0.140550399,-0.208299302,-0.083918692,0.005774638,-0.002923395,-0.444610615,-0.293820531,-0.034488376,-0.158849844
P41250,Glycine--tRNA ligase OS=Homo sapiens GN=GARS PE=1 SV=3 - [SYG_HUMAN],2,-0.164229396,0.050817154,0.208390636,0.111317023,-0.413091855,-0.219781208,-0.121257717,-0.283628341,-0.158849844
Q92900,Regulator of nonsense transcripts 1 OS=Homo sapiens GN=UPF1 PE=1 SV=2 - [RENT1_HUMAN],5,0.245683071,-0.328407968,-0.273261148,0.036188308,-0.29731554,0.223288227,0.013779427,0.137159246,-0.160310801
Q9Y383,Putative RNA-binding protein Luc7-like 2 OS=Homo sapiens GN=LUC7L2 PE=1 SV=2 - [LC7L2_HUMAN],2,0.065453061,-0.326090385,-0.481066033,-0.129041945,-0.078002512,0.034093199,-0.059355278,0.08813091,-0.160310801
O75955,Flotillin-1 OS=Homo sapiens GN=FLOT1 PE=1 SV=3 - [FLOT1_HUMAN],3,-0.216317907,0.201392897,-0.31974605,-0.118534287,-0.029503994,-0.219781208,0.005527574,-0.08983141,-0.161773239
P49189,4-trimethylaminobutyraldehyde dehydrogenase OS=Homo sapiens GN=ALDH9A1 PE=1 SV=3 - [AL9A1_HUMAN],2,-0.110666119,0.117039421,0.12407435,0.095157233,-0.147467332,-0.070702991,-0.130321799,-0.143194636,-0.161773239
P09104,Gamma-enolase OS=Homo sapiens GN=ENO2 PE=1 SV=3 - [ENOG_HUMAN],2,-0.522421035,-0.02233895,0.091652872,-0.229481846,-0.432667393,-0.357650017,-0.253650093,-0.428988945,-0.161773239
P11021,78 kDa glucose-regulated protein OS=Homo sapiens GN=HSPA5 PE=1 SV=2 - [GRP78_HUMAN],3,0.015138597,-0.212573957,0.204605688,-0.176207053,-0.304511042,-0.187278568,-0.070943252,0.052061656,-0.163237161
P60900,Proteasome subunit alpha type-6 OS=Homo sapiens GN=PSMA6 PE=1 SV=1 - [PSA6_HUMAN],5,0.012123559,-0.370773999,-0.218031627,-0.180572246,-0.056583528,-0.015767316,-0.133355859,-0.019058336,-0.163237161
O00151,PDZ and LIM domain protein 1 OS=Homo sapiens GN=PDLIM1 PE=1 SV=4 - [PDLI1_HUMAN],7,0.056700587,-0.227635787,-0.163207602,-0.099811234,-0.106016888,-0.104023065,-0.011119092,-0.042265727,-0.163237161
P54136,"Arginine--tRNA ligase, cytoplasmic OS=Homo sapiens GN=RARS PE=1 SV=2 - [SYRC_HUMAN]",4,-0.059020514,-0.164163892,0.359007068,0.039945328,-0.386124807,-0.264289469,-0.160953418,-0.19426882,-0.163237161
Q14978,Nucleolar and coiled-body phosphoprotein 1 OS=Homo sapiens GN=NOLC1 PE=1 SV=2 - [NOLC1_HUMAN],3,-0.263034406,-0.289506617,0.084805707,-0.037119456,-0.290155749,-0.245577209,-0.256955238,-0.306860647,-0.163237161
Q8IYB3,Serine/arginine repetitive matrix protein 1 OS=Homo sapiens GN=SRRM1 PE=1 SV=2 - [SRRM1_HUMAN],3,-0.285116904,-0.048845904,-0.218031627,-0.374466951,-0.254880274,-0.310214674,-0.198591075,-0.378890333,-0.163237161
P62158,Calmodulin OS=Homo sapiens GN=CALM1 PE=1 SV=2 - [CALM_HUMAN],9,0.276163678,0.145708764,0.098467694,0.116663644,0.152295107,0.111611991,0.206081618,0.274975753,-0.16470257
Q9HC35,Echinoderm microtubule-associated protein-like 4 OS=Homo sapiens GN=EML4 PE=1 SV=3 - [EMAL4_HUMAN],8,-0.244887059,-0.068082123,0.004360794,-0.031194622,-0.223853378,-0.162495467,-0.127294106,-0.185629902,-0.16470257
P17812,CTP synthase 1 OS=Homo sapiens GN=CTPS1 PE=1 SV=2 - [PYRG1_HUMAN],2,-0.174497731,-0.119330778,-0.231642058,-0.195955278,-0.300908805,-0.271842863,-0.176516622,-0.256234574,-0.166169469
O00330,"Pyruvate dehydrogenase protein X component, mitochondrial OS=Homo sapiens GN=PDHX PE=1 SV=3 - [ODPX_HUMAN]",8,-0.104108403,0.050817154,0.171380065,-0.053039011,-0.210274972,-0.245577209,-0.189089207,-0.265308157,-0.166169469
P12814,Alpha-actinin-1 OS=Homo sapiens GN=ACTN1 PE=1 SV=2 - [ACTN1_HUMAN],6,0.253363808,-0.101384098,-0.027928744,-0.041082906,0.173166286,0.102877181,0.091204399,0.371796649,-0.167637861
P37802,Transgelin-2 OS=Homo sapiens GN=TAGLN2 PE=1 SV=3 - [TAGL2_HUMAN],2,0.056700587,-0.020464103,-0.173021892,0.01725503,-0.186815999,-0.329790213,-0.214567928,-0.147382433,-0.167637861
P61978,Heterogeneous nuclear ribonucleoprotein K OS=Homo sapiens GN=HNRNPK PE=1 SV=1 - [HNRPK_HUMAN],7,-0.10084069,-0.19766775,-0.074690334,-0.103950964,-0.272410199,-0.190854022,-0.118248967,-0.181329765,-0.167637861
P60842,Eukaryotic initiation factor 4A-I OS=Homo sapiens GN=EIF4A1 PE=1 SV=1 - [IF4A1_HUMAN],2,0.209288834,-0.097426084,-0.26624072,0.013438374,0.028912692,0.140351886,-0.076772331,0.022542569,-0.169107749
P24534,Elongation factor 1-beta OS=Homo sapiens GN=EEF1B2 PE=1 SV=3 - [EF1B_HUMAN],5,-0.104108403,-0.00740795,0.264004611,-0.011619083,-0.286589134,-0.310214674,-0.167158567,-0.065852547,-0.170579137
O14602,"Eukaryotic translation initiation factor 1A, Y-chromosomal OS=Homo sapiens GN=EIF1AY PE=1 SV=4 - [IF1AY_HUMAN]",3,-0.154033629,-0.109332851,-0.008761333,-0.093623826,0.057257318,-0.158989524,-0.185935774,-0.19426882,-0.170579137
P63244,Receptor of activated protein C kinase 1 OS=Homo sapiens GN=RACK1 PE=1 SV=3 - [RACK1_HUMAN],9,0.141923887,0.110210083,0.134721594,-0.037119456,-0.09661819,-0.003139708,0.12714528,0.105832912,-0.172052026
P17480,Nucleolar transcription factor 1 OS=Homo sapiens GN=UBTF PE=1 SV=1 - [UBF1_HUMAN],4,-0.177936815,-0.109332851,-0.063997998,-0.158877175,-0.227268043,-0.249300295,-0.328172036,-0.164256251,-0.175002324
P26368,Splicing factor U2AF 65 kDa subunit OS=Homo sapiens GN=U2AF2 PE=1 SV=4 - [U2AF2_HUMAN],2,-0.259386629,-0.242856524,-0.13415907,-0.041082906,-0.444541494,-0.318013045,-0.182789219,-0.19426882,-0.175002324
P53618,Coatomer subunit beta OS=Homo sapiens GN=COPB1 PE=1 SV=3 - [COPB_HUMAN],2,0.475391406,0.185237128,-0.665028868,-0.108102607,0.44823755,0.366398244,0.345547845,0.397896366,-0.177958667
Q8N183,"Mimitin, mitochondrial OS=Homo sapiens GN=NDUFAF2 PE=1 SV=1 - [MIMIT_HUMAN]",6,0.02713613,0.163960469,0.15578321,0.041820176,-0.112316877,-0.097297201,-0.106276325,-0.019058336,-0.177958667
Q12965,Unconventional myosin-Ie OS=Homo sapiens GN=MYO1E PE=1 SV=2 - [MYO1E_HUMAN],3,0.144679753,-0.273788383,-0.280315905,0.009611595,0.162768439,0.123176742,-0.008331275,0.174545662,-0.179439114
P11172,Uridine 5'-monophosphate synthase OS=Homo sapiens GN=UMPS PE=1 SV=1 - [UMPS_HUMAN],5,0.009102207,-0.066146918,0.072398315,-0.075219245,-0.059623983,-0.104023065,-0.136396313,-0.038371811,-0.180921081
Q16543,Hsp90 co-chaperone Cdc37 OS=Homo sapiens GN=CDC37 PE=1 SV=1 - [CDC37_HUMAN],4,-0.147276262,-0.287250643,-0.466911938,-0.318075769,-0.065724182,0.174100677,-0.276946713,-0.143194636,-0.180921081
P50991,T-complex protein 1 subunit delta OS=Homo sapiens GN=CCT4 PE=1 SV=4 - [TCPD_HUMAN],6,-0.068564286,-0.005552393,-0.392408413,-0.215977582,0.144389909,0.123176742,0.01103405,0.154273267,-0.182404572
P68371,Tubulin beta-4B chain OS=Homo sapiens GN=TUBB4B PE=1 SV=1 - [TBB4B_HUMAN],4,-0.0061002,-0.238491331,-0.24710886,-0.037119456,-0.081088492,0.073373186,-0.112250226,0.062977433,-0.182404572
P25786,Proteasome subunit alpha type-1 OS=Homo sapiens GN=PSMA1 PE=1 SV=1 - [PSA1_HUMAN],5,0.102778597,-0.026095971,0.142655776,-0.007735649,-0.121818744,-0.104023065,-0.142496513,0.044738315,-0.18388959
P30084,"Enoyl-CoA hydratase, mitochondrial OS=Homo sapiens GN=ECHS1 PE=1 SV=4 - [ECHM_HUMAN]",8,-0.062194762,0.346471169,0.16749663,0.080639425,0.054447784,0.190683562,-0.039297625,0.080988841,-0.185376139
P61604,"10 kDa heat shock protein, mitochondrial OS=Homo sapiens GN=HSPE1 PE=1 SV=2 - [CH10_HUMAN]",5,-0.024557104,-0.204037275,-0.12619276,-0.161032059,-0.193479729,-0.04135903,-0.189089207,0.015067448,-0.185376139
P27348,14-3-3 protein theta OS=Homo sapiens GN=YWHAQ PE=1 SV=1 - [1433T_HUMAN],180,-0.065376009,-0.170386886,-0.027928744,-0.158877175,-0.254880274,-0.26052755,-0.189089207,-0.118319967,-0.185376139
O95373,Importin-7 OS=Homo sapiens GN=IPO7 PE=1 SV=1 - [IPO7_HUMAN],5,-0.021464509,0.027445882,-0.005834973,0.026752728,-0.14423621,-0.162495467,-0.100327059,-0.093866923,-0.18686422
Q9H4A3,Serine/threonine-protein kinase WNK1 OS=Homo sapiens GN=WNK1 PE=1 SV=2 - [WNK1_HUMAN],3,-0.052692894,-0.180818565,-0.628560701,-0.037119456,-0.190144017,-0.097297201,0.013779427,-0.168505724,-0.18686422
O43681,ATPase ASNA1 OS=Homo sapiens GN=ASNA1 PE=1 SV=2 - [ASNA_HUMAN],3,-0.107383535,0.089525929,0.270053656,-0.103950964,-0.329981729,-0.205245115,-0.253650093,-0.172767751,-0.18686422
P62070,Ras-related protein R-Ras2 OS=Homo sapiens GN=RRAS2 PE=1 SV=1 - [RRAS2_HUMAN],2,-0.133855747,-0.294029176,-0.325207363,-0.116441908,-0.322658389,-0.20886543,-0.164052656,-0.160019258,-0.188353838
Q04760,Lactoylglutathione lyase OS=Homo sapiens GN=GLO1 PE=1 SV=4 - [LGUL_HUMAN],2,0.079923544,-0.052672683,0.297557171,-0.114352559,-0.27594189,-0.134683617,-0.233976674,-0.030615367,-0.192831943
P13804,"Electron transfer flavoprotein subunit alpha, mitochondrial OS=Homo sapiens GN=ETFA PE=1 SV=1 - [ETFA_HUMAN]",2,-0.535596423,-0.333054333,-0.536999479,-0.516227324,-0.493040011,-0.390162831,-0.521313824,-0.388771845,-0.192831943
P35222,Catenin beta-1 OS=Homo sapiens GN=CTNNB1 PE=1 SV=1 - [CTNB1_HUMAN],2,0.421869533,-0.081701732,-0.221422216,-0.051039433,0.057257318,0.182415946,-0.094402225,0.371796649,-0.194327739
Q06323,Proteasome activator complex subunit 1 OS=Homo sapiens GN=PSME1 PE=1 SV=1 - [PSME1_HUMAN],10,0.02713613,-0.109332851,-0.029413762,-0.069136193,-0.29731554,-0.117569596,-0.121257717,-0.065852547,-0.194327739
O95881,Thioredoxin domain-containing protein 12 OS=Homo sapiens GN=TXNDC12 PE=1 SV=1 - [TXD12_HUMAN],2,-0.0061002,-0.137503524,-0.262743276,-0.131152692,-0.14101231,-0.087266836,-0.170271179,-0.118319967,-0.194327739
Q09666,Neuroblast differentiation-associated protein AHNAK OS=Homo sapiens GN=AHNAK PE=1 SV=2 - [AHNK_HUMAN],9,0.094250326,-0.195550809,-0.240214247,-0.227222339,-0.170290102,-0.100656213,-0.195416827,-0.061894534,-0.197323992
P49736,DNA replication licensing factor MCM2 OS=Homo sapiens GN=MCM2 PE=1 SV=4 - [MCM2_HUMAN],4,0,-0.145654365,-0.019050592,-0.055041364,0.06006139,0.040206322,0.043638716,-0.030615367,-0.20032648
Q14192,Four and a half LIM domains protein 2 OS=Homo sapiens GN=FHL2 PE=1 SV=3 - [FHL2_HUMAN],12,-0.241284822,-0.182913983,0.084805707,-0.106025292,-0.378511623,-0.283247627,-0.253650093,-0.279026439,-0.20032648
O75533,Splicing factor 3B subunit 1 OS=Homo sapiens GN=SF3B1 PE=1 SV=3 - [SF3B1_HUMAN],2,-0.421137699,0.016530105,0.286857282,-0.227222339,-0.763491889,-0.611870374,-0.40675406,-0.666756592,-0.201830071
Q9BPW8,Protein NipSnap homolog 1 OS=Homo sapiens GN=NIPSNAP1 PE=1 SV=1 - [NIPS1_HUMAN],2,-0.487863813,-0.289506617,-0.562572291,-0.451497437,-1.14101231,-0.768674454,-0.603074796,-0.625279956,-0.20333523
O94905,Erlin-2 OS=Homo sapiens GN=ERLIN2 PE=1 SV=1 - [ERLN2_HUMAN],2,0.709309251,-0.26710407,-0.08083601,-0.001930027,0.799825618,0.480939436,0.343366899,0.75502774,-0.204841961
Q15019,Septin-2 OS=Homo sapiens GN=SEPT2 PE=1 SV=1 - [SEPT2_HUMAN],2,0.062541466,0.087788788,-0.312496311,-0.063078683,-0.147467332,-0.025311089,0.040949628,0.116350784,-0.206350268
O43852,Calumenin OS=Homo sapiens GN=CALU PE=1 SV=2 - [CALU_HUMAN],4,-0.191775723,0.038279688,-0.027928744,-0.027258207,-0.056583528,-0.003139708,-0.027960081,0.062977433,-0.20937162
P61981,14-3-3 protein gamma OS=Homo sapiens GN=YWHAG PE=1 SV=2 - [1433G_HUMAN],4,-0.248498313,0.003689759,0.072398315,-0.021373651,-0.333657387,-0.283247627,-0.139443189,-0.19426882,-0.20937162
P18124,60S ribosomal protein L7 OS=Homo sapiens GN=RPL7 PE=1 SV=1 - [RL7_HUMAN],4,-0.068564286,-0.095451142,-0.219725926,-0.218219533,-0.131383608,-0.15549208,-0.198591075,-0.101971973,-0.212399312
P46063,ATP-dependent DNA helicase Q1 OS=Homo sapiens GN=RECQL PE=1 SV=3 - [RECQ1_HUMAN],2,-0.171066826,-0.26488283,-0.380988604,-0.344770636,-0.234121714,-0.298595591,-0.157860823,-0.160019258,-0.212399312
Q96A19,Coiled-coil domain-containing protein 102A OS=Homo sapiens GN=CCDC102A PE=1 SV=2 - [C102A_HUMAN],2,-0.133855747,-0.426784385,-0.255773721,-0.193747634,-0.068783982,-0.176605067,-0.160953418,-0.172767751,-0.212399312
P60953,Cell division control protein 42 homolog OS=Homo sapiens GN=CDC42 PE=1 SV=2 - [CDC42_HUMAN],2,-0.296286212,-0.103367184,-0.20790741,-0.063078683,-0.311742611,-0.271842863,-0.195416827,-0.359328067,-0.213915545
Q92538,Golgi-specific brefeldin A-resistance guanine nucleotide exchange factor 1 OS=Homo sapiens GN=GBF1 PE=1 SV=2 - [GBF1_HUMAN],4,-0.177936815,-0.105353,0.098467694,-0.019417454,-0.363404731,-0.279436013,-0.201772322,-0.106041637,-0.215433372
Q9BTV4,Transmembrane protein 43 OS=Homo sapiens GN=TMEM43 PE=1 SV=1 - [TMM43_HUMAN],7,-0.021464509,0.087788788,-0.073157998,-0.017463906,-0.300908805,-0.152003093,-0.059355278,-0.130703692,-0.215433372
O14744,Protein arginine N-methyltransferase 5 OS=Homo sapiens GN=PRMT5 PE=1 SV=4 - [ANM5_HUMAN],6,0.237961224,0.086049553,0.075164749,0.060435854,0.170573841,0.111611991,0.072892521,0.133711945,-0.216952799
P01111,GTPase NRas OS=Homo sapiens GN=NRAS PE=1 SV=1 - [RASN_HUMAN],2,-0.143909411,-0.064214305,-0.138960056,-0.369474922,0.00873481,-0.100656213,-0.21778464,-0.30218416,-0.216952799
Q9UKY7,Protein CDV3 homolog OS=Homo sapiens GN=CDV3 PE=1 SV=1 - [CDV3_HUMAN],2,0.009102207,0.222128506,0.109304891,-0.057046499,-0.234121714,-0.064130337,-0.076772331,0.077404504,-0.218473827
P62910,60S ribosomal protein L32 OS=Homo sapiens GN=RPL32 PE=1 SV=2 - [RL32_HUMAN],5,-0.009159999,0.068540903,0.203341829,0.011526253,-0.160464672,-0.083938818,-0.025139562,0.041062657,-0.21999646
Q99700,Ataxin-2 OS=Homo sapiens GN=ATXN2 PE=1 SV=2 - [ATX2_HUMAN],4,0.074152756,-0.123349429,-0.104118307,-0.110182918,-0.005852726,-0.012600037,-0.013912307,0.011315313,-0.21999646
O75821,Eukaryotic translation initiation factor 3 subunit G OS=Homo sapiens GN=EIF3G PE=1 SV=2 - [EIF3G_HUMAN],2,-0.454115021,-0.586810925,-0.150224882,-0.191543363,-0.244463658,-0.373814837,-0.637122277,-0.475615105,-0.21999646
O43768,Alpha-endosulfine OS=Homo sapiens GN=ENSA PE=1 SV=1 - [ENSA_HUMAN],8,0.102778597,-0.029862801,-0.004374016,-0.027258207,-0.023554728,-0.131244533,-0.002771749,-0.065852547,-0.221520702
P27105,Erythrocyte band 7 integral membrane protein OS=Homo sapiens GN=STOM PE=1 SV=3 - [STOM_HUMAN],4,-0.479352313,0.001846059,-0.151841347,-0.031194622,-0.304511042,-0.30633124,-0.182789219,-0.534728198,-0.221520702
Q13283,Ras GTPase-activating protein-binding protein 1 OS=Homo sapiens GN=G3BP1 PE=1 SV=1 - [G3BP1_HUMAN],4,-0.143909411,-0.170386886,-0.138960056,-0.204819792,-0.370938404,-0.373814837,-0.050724972,-0.168505724,-0.223046556
O00231,26S proteasome non-ATPase regulatory subunit 11 OS=Homo sapiens GN=PSMD11 PE=1 SV=3 - [PSD11_HUMAN],7,0.237961224,-0.052672683,0.031677212,0.104157231,0.13378181,0.128924539,0.0463228,0.256075548,-0.224574026
P06703,Protein S100-A6 OS=Homo sapiens GN=S100A6 PE=1 SV=1 - [S10A6_HUMAN],7,0.128065039,-0.009265896,0.00290866,-0.07318871,-0.044485386,0.003132889,-0.008331275,0.098778154,-0.224574026
P49915,GMP synthase [glutamine-hydrolyzing] OS=Homo sapiens GN=GMPS PE=1 SV=1 - [GUAA_HUMAN],2,1.105610188,-0.073903362,1.052181431,0.436099115,0.72405811,0.480939436,-1.549406131,0.489747894,-0.226103115
Q9UNF1,Melanoma-associated antigen D2 OS=Homo sapiens GN=MAGED2 PE=1 SV=2 - [MAGD2_HUMAN],2,0.293651105,0.498038337,-0.153459626,-0.023332504,-0.183495641,0.131789873,0.220413144,0.468011964,-0.226103115
P63096,Guanine nucleotide-binding protein G(i) subunit alpha-1 OS=Homo sapiens GN=GNAI1 PE=1 SV=2 - [GNAI1_HUMAN],8,-0.012226302,-0.485057426,-0.276784214,-0.270770055,-0.582045017,-0.444610615,-0.455283954,-0.220500362,-0.226103115
Q99729,Heterogeneous nuclear ribonucleoprotein A/B OS=Homo sapiens GN=HNRNPAB PE=1 SV=2 - [ROAA_HUMAN],2,0.421869533,-0.649176806,-0.58205384,-0.287151196,0.128448365,0.091147888,-0.118248967,0.529640621,-0.227633826
A6QL63,Ankyrin repeat and BTB/POZ domain-containing protein BTBD11 OS=Homo sapiens GN=BTBD11 PE=2 SV=3 - [BTBDB_HUMAN],2,-0.866375436,-0.449307401,-0.042848163,-0.222713913,-1.035477895,-0.862496476,-0.474392777,-0.812095955,-0.230700129
Q9NR30,Nucleolar RNA helicase 2 OS=Homo sapiens GN=DDX21 PE=1 SV=5 - [DDX21_HUMAN],5,0.111256751,-0.168309571,-0.115113314,0.036188308,0.014528774,0,-0.085560348,0.073811239,-0.235311838
P09012,U1 small nuclear ribonucleoprotein A OS=Homo sapiens GN=SNRPA PE=1 SV=3 - [SNRPA_HUMAN],4,-0.130520034,-0.066146918,0.038780599,-0.273098861,-0.538976295,-0.333737397,-0.561615189,-0.181329765,-0.236852356
P08708,40S ribosomal protein S17 OS=Homo sapiens GN=RPS17 PE=1 SV=2 - [RS17_HUMAN],10,0.928240374,0.620841698,0.822045812,0.674692661,0.569302157,0.87389877,0.419875284,0.695479492,-0.239938336
P14923,Junction plakoglobin OS=Homo sapiens GN=JUP PE=1 SV=3 - [PLAK_HUMAN],4,0.232790268,-0.073903362,-0.299896274,-0.277767781,-0.087280326,-0.230780207,-0.145556313,0.454258809,-0.239938336
O60925,Prefoldin subunit 1 OS=Homo sapiens GN=PFDN1 PE=1 SV=2 - [PFD1_HUMAN],2,-0.42931163,-0.312262531,-0.138960056,-0.061065151,-0.577679825,-0.505640048,-0.436424927,-0.454706115,-0.241483805
P35637,RNA-binding protein FUS OS=Homo sapiens GN=FUS PE=1 SV=1 - [FUS_HUMAN],6,-0.437532137,0.014702752,0.052883302,-0.169683929,-0.658348385,-0.423425285,-0.2049606,-0.454706115,-0.247682289
Q9UNM6,26S proteasome non-ATPase regulatory subunit 13 OS=Homo sapiens GN=PSMD13 PE=1 SV=2 - [PSD13_HUMAN],2,-0.223407332,0.172180975,-0.176308215,-0.252273711,-0.268887132,-0.158989524,-0.068037521,0.026265655,-0.24923608
P49006,MARCKS-related protein OS=Homo sapiens GN=MARCKSL1 PE=1 SV=2 - [MRP_HUMAN],2,-0.133855747,-0.143612333,-0.328859757,-0.229481846,-0.124999992,-0.034918416,-0.148622616,-0.181329765,-0.24923608
Q9UHB9,Signal recognition particle subunit SRP68 OS=Homo sapiens GN=SRP68 PE=1 SV=2 - [SRP68_HUMAN],2,-0.535596423,-0.143612333,0.191916996,-0.21373911,-0.382313193,-0.345644164,-0.31778043,-0.529253068,-0.24923608
O14561,"Acyl carrier protein, mitochondrial OS=Homo sapiens GN=NDUFAB1 PE=1 SV=3 - [ACPM_HUMAN]",2,-0.413009818,-0.172467196,0.194463678,-0.739539538,-0.49715612,-0.479167837,-0.359803645,-0.728157137,-0.24923608
P51665,26S proteasome non-ATPase regulatory subunit 7 OS=Homo sapiens GN=PSMD7 PE=1 SV=2 - [PSMD7_HUMAN],6,0.448878653,-0.18921856,0.082057715,-0.043068722,0.327757174,0.255172288,0.01103405,0.54788633,-0.250791547
Q9UNE7,E3 ubiquitin-protein ligase CHIP OS=Homo sapiens GN=STUB1 PE=1 SV=2 - [CHIP_HUMAN],5,0.044947406,-0.123349429,-0.280315905,0.028644787,-0.374720044,-0.173064709,-0.100327059,-0.126563961,-0.250791547
Q9HC38,Glyoxalase domain-containing protein 4 OS=Homo sapiens GN=GLOD4 PE=1 SV=1 - [GLOD4_HUMAN],2,-0.270357747,-0.227635787,-0.059439716,-0.1871449,-0.493040011,-0.402546555,-0.233976674,-0.403722186,-0.250791547
Q9NR31,GTP-binding protein SAR1a OS=Homo sapiens GN=SAR1A PE=1 SV=1 - [SAR1A_HUMAN],3,-0.441660023,0.041872953,0.173963226,-0.137503524,-0.352177475,-0.294743266,-0.266916348,-0.349645513,-0.252348692
P46926,Glucosamine-6-phosphate isomerase 1 OS=Homo sapiens GN=GNPDA1 PE=1 SV=1 - [GNPI1_HUMAN],15,-0.237691558,-0.19766775,-0.06247697,-0.167516093,-0.333657387,-0.318013045,-0.260267972,-0.279026439,-0.25390752
