Accession,Description,A6..114.115_norm_log2,A6..114.116_norm_log2,A6..114.117_norm_log2,B6..114.115_norm_log2,B6..114.116_norm_log2,B6..114.117_norm_log2,Sum...Unique.Peptides.
B2GV91,LYR motif-containing protein 2 OS=Rattus norvegicus GN=Lyrm2 PE=3 SV=1 - [LYRM2_RAT],0.094577954,0.184809239,0.024662054,0.0283856,0,-0.064254542,9
P11980,Pyruvate kinase PKM OS=Rattus norvegicus GN=Pkm PE=1 SV=3 - [KPYM_RAT],0.008635225,0.065802058,-0.143081342,-0.142543614,0.096486038,-0.06520713,5
Q9JJ31,Cullin-5 OS=Rattus norvegicus GN=Cul5 PE=1 SV=3 - [CUL5_RAT],0.067676497,0.040775561,0.100640764,0.041519269,-0.001866359,-0.06520713,5
P13383,Nucleolin OS=Rattus norvegicus GN=Ncl PE=1 SV=3 - [NUCL_RAT],-0.085376402,-0.195395689,-0.158863032,-0.04455867,-0.027301406,-0.06520713,2
Q6AY09,Heterogeneous nuclear ribonucleoprotein H2 OS=Rattus norvegicus GN=Hnrnph2 PE=1 SV=1 - [HNRH2_RAT],NA,NA,NA,-0.424821173,0.403332948,-0.066160348,2
Q4QQV3,Protein FAM162A OS=Rattus norvegicus GN=Fam162a PE=2 SV=1 - [F162A_RAT],-0.145692922,-0.047914981,-0.050626073,0.136120052,0.051301229,-0.066160348,3
O70196,Prolyl endopeptidase OS=Rattus norvegicus GN=Prep PE=1 SV=1 - [PPCE_RAT],-0.264024588,-0.241270432,-0.174819268,-0.290677161,0.041367139,-0.066160348,21
B2RZ78,Vacuolar protein sorting-associated protein 29 OS=Rattus norvegicus GN=Vps29 PE=1 SV=2 - [VPS29_RAT],-0.121262883,-0.077041036,-0.161510179,-0.027165752,-0.002800444,-0.066160348,12
Q8VHF0,MAP/microtubule affinity-regulating kinase 3 OS=Rattus norvegicus GN=Mark3 PE=1 SV=1 - [MARK3_RAT],0.079434467,0.399079925,0.32713041,-0.363322463,0.544293871,-0.067114196,3
Q704S8,Carnitine O-acetyltransferase OS=Rattus norvegicus GN=Crat PE=1 SV=1 - [CACP_RAT],-0.155306346,0.129612738,-0.161510179,-0.088047994,0.147893913,-0.068068675,6
Q6P9V9,Tubulin alpha-1B chain OS=Rattus norvegicus GN=Tuba1b PE=1 SV=1 - [TBA1B_RAT],0.006173287,0.090401812,-0.108191361,-0.046369963,-0.081529885,-0.068068675,7
Q6P7Q4,Lactoylglutathione lyase OS=Rattus norvegicus GN=Glo1 PE=1 SV=3 - [LGUL_RAT],0.107268676,-0.327951883,0.02815104,0.197099083,-0.660092432,-0.069023786,3
Q68FW9,COP9 signalosome complex subunit 3 OS=Rattus norvegicus GN=Cops3 PE=1 SV=1 - [CSN3_RAT],0.110710495,0.059355278,-0.037194198,-0.092407534,-0.101402032,-0.06997953,36
P28023,Dynactin subunit 1 OS=Rattus norvegicus GN=Dctn1 PE=1 SV=2 - [DCTN1_RAT],-0.249242747,-0.199807604,-0.07912162,-0.233845938,0.037737716,-0.070935907,3
P08082-2,Isoform Non-brain of Clathrin light chain B OS=Rattus norvegicus GN=Cltb - [CLCB_RAT],-0.047800721,-0.112994713,0.008267616,-0.367845021,0.448453382,-0.071892918,5
Q3MIE4,Synaptic vesicle membrane protein VAT-1 homolog OS=Rattus norvegicus GN=Vat1 PE=1 SV=1 - [VAT1_RAT],0.028180927,0.089498151,0.052340506,0.085741125,-0.267704837,-0.071892918,7
Q5XII0,Mammalian ependymin-related protein 1 OS=Rattus norvegicus GN=Epdr1 PE=2 SV=1 - [EPDR1_RAT],-0.063230761,0.121678557,-0.211379429,0.09289,-0.124598607,-0.072850565,4
D3ZHP7,Serine/threonine-protein kinase ULK3 OS=Rattus norvegicus GN=Ulk3 PE=1 SV=1 - [ULK3_RAT],-0.243372159,-0.27462238,-0.182864057,-0.352824635,0.283559803,-0.074767768,2
P08050,Gap junction alpha-1 protein OS=Rattus norvegicus GN=Gja1 PE=1 SV=2 - [CXA1_RAT],-0.008687222,-0.002888279,-0.280192527,-0.183813074,0.176231988,-0.074767768,3
Q4KM62,Palmdelphin OS=Rattus norvegicus GN=Palmd PE=1 SV=1 - [PALMD_RAT],NA,NA,NA,-0.212674649,0.243946307,-0.076687523,2
P11507-2,Isoform 2 of Sarcoplasmic/endoplasmic reticulum calcium ATPase 2 OS=Rattus norvegicus GN=Atp2a2 - [AT2A2_RAT],-0.169151894,-0.213124883,-0.180177473,-0.145776183,-0.16167204,-0.076687523,21
P35213-2,Isoform Short of 14-3-3 protein beta/alpha OS=Rattus norvegicus GN=Ywhab - [1433B_RAT],0.139077414,0.224863495,0.023497181,0.04095072,-0.024453044,-0.077648358,9
P63004,Platelet-activating factor acetylhydrolase IB subunit alpha OS=Rattus norvegicus GN=Pafah1b1 PE=1 SV=2 - [LIS1_RAT],0.031816447,-0.1627295,0.001183993,-0.016474674,-0.157505409,-0.077648358,3
P38652,Phosphoglucomutase-1 OS=Rattus norvegicus GN=Pgm1 PE=1 SV=2 - [PGM1_RAT],0.031816447,-0.525607223,-0.082880272,-0.025973935,-0.804094593,-0.077648358,7
Q63699,Cyclin-dependent kinase 2 OS=Rattus norvegicus GN=Cdk2 PE=1 SV=1 - [CDK2_RAT],-0.107867289,0.002882509,0.004730152,-0.3021728,0.194276164,-0.078609835,19
D4ACP2,Small integral membrane protein 12 OS=Rattus norvegicus GN=Smim12 PE=3 SV=1 - [SIM12_RAT],0.143564805,-0.037019189,-0.069146161,0.080217783,-0.138903066,-0.078609835,6
P20759,Ig gamma-1 chain C region OS=Rattus norvegicus PE=1 SV=1 - [IGHG1_RAT],-0.080134998,-0.096447492,-0.173482821,0.105995571,-0.331988281,-0.078609835,3
Q9QX69,LanC-like protein 1 OS=Rattus norvegicus GN=Lancl1 PE=1 SV=2 - [LANC1_RAT],-0.030005138,0.229792982,0.212203855,0.100549377,-0.03970971,-0.079571952,9
P62243,40S ribosomal protein S8 OS=Rattus norvegicus GN=Rps8 PE=1 SV=2 - [RS8_RAT],-0.29253431,-0.2968993,-0.197730367,-0.112506353,-0.029203443,-0.081498114,21
Q7TP47,Heterogeneous nuclear ribonucleoprotein Q OS=Rattus norvegicus GN=Syncrip PE=2 SV=1 - [HNRPQ_RAT],0.140200571,-0.321928095,-0.16948089,-0.053637964,-0.343775071,-0.081498114,7
P60868,40S ribosomal protein S20 OS=Rattus norvegicus GN=Rps20 PE=3 SV=1 - [RS20_RAT],0.285338766,0.249344202,0.213225955,0.038104605,0.031364171,-0.08246216,3
P42930,Heat shock protein beta-1 OS=Rattus norvegicus GN=Hspb1 PE=1 SV=1 - [HSPB1_RAT],-0.181727524,-0.099535674,-0.130060541,-0.041544892,-0.266582554,-0.08246216,2
Q8VBU2-2,Isoform 2 of Protein NDRG2 OS=Rattus norvegicus GN=Ndrg2 - [NDRG2_RAT],-0.255137321,0.209973162,-0.210008697,0.051150491,-0.136850868,-0.083426851,5
P62902,60S ribosomal protein L31 OS=Rattus norvegicus GN=Rpl31 PE=2 SV=1 - [RL31_RAT],0.103818626,0.126091821,-0.002370904,-0.144482286,-0.117499215,-0.084392187,8
P43278,Histone H1.0 OS=Rattus norvegicus GN=H1f0 PE=2 SV=2 - [H10_RAT],-0.191584922,-0.569179503,-0.184209227,-0.017066549,-0.42533248,-0.084392187,6
P06399-2,Isoform 2 of Fibrinogen alpha chain OS=Rattus norvegicus GN=Fga - [FIBA_RAT],NA,NA,NA,-0.053637964,0.520436471,-0.08535817,2
P06761,78 kDa glucose-regulated protein OS=Rattus norvegicus GN=Hspa5 PE=1 SV=1 - [GRP78_RAT],NA,NA,NA,-0.430329151,0.150416843,-0.08535817,2
P40307,Proteasome subunit beta type-2 OS=Rattus norvegicus GN=Psmb2 PE=1 SV=1 - [PSB2_RAT],0.06057544,0.125210248,0.092887298,-0.115038508,0.026794338,-0.08535817,6
O35303-2,Isoform 2 of Dynamin-1-like protein OS=Rattus norvegicus GN=Dnm1l - [DNM1L_RAT],-0.028742385,-0.114035243,0,0.088494886,-0.476316409,-0.08535817,7
P11915,Non-specific lipid-transfer protein OS=Rattus norvegicus GN=Scp2 PE=1 SV=3 - [NLTP_RAT],-0.249242747,-0.156284091,-0.105640175,-0.155517578,0.012997341,-0.087292078,15
P84100,60S ribosomal protein L19 OS=Rattus norvegicus GN=Rpl19 PE=1 SV=1 - [RL19_RAT],-0.224456068,-0.085180381,-0.100551298,-0.263736618,-0.101402032,-0.087292078,5
Q99PS8,Histidine-rich glycoprotein OS=Rattus norvegicus GN=Hrg PE=1 SV=1 - [HRG_RAT],-0.269979994,-0.165963035,-0.141773961,-0.286389802,-0.105409521,-0.087292078,16
P27139,Carbonic anhydrase 2 OS=Rattus norvegicus GN=Ca2 PE=1 SV=2 - [CAH2_RAT],-0.111872924,-0.159503196,-0.162835577,-0.109347396,-0.271076935,-0.088260005,13
P08009,Glutathione S-transferase Yb-3 OS=Rattus norvegicus GN=Gstm3 PE=1 SV=2 - [GSTM4_RAT],-0.258093665,-0.360922227,-0.23349013,-0.088047994,-0.121551732,-0.089228581,20
P63102,14-3-3 protein zeta/delta OS=Rattus norvegicus GN=Ywhaz PE=1 SV=1 - [1433Z_RAT],-0.280461478,-0.058893689,-0.261613731,-0.025973935,-0.068758242,-0.090197809,8
P15304-2,Isoform 2 of Hormone-sensitive lipase OS=Rattus norvegicus GN=Lipe - [LIPS_RAT],0.219915691,0.018159369,-0.061709572,0.095630162,-0.255407479,-0.090197809,5
Q9WTT6,Guanine deaminase OS=Rattus norvegicus GN=Gda PE=1 SV=1 - [GUAD_RAT],-0.16498426,0.086783766,-0.212751464,0.220385193,0.384882096,-0.091167688,2
Q62871-3,Isoform 2C of Cytoplasmic dynein 1 intermediate chain 2 OS=Rattus norvegicus GN=Dync1i2 - [DC1I2_RAT],-0.45773133,-0.60823228,-0.381475863,-0.327643487,0.208066438,-0.093109404,3
Q9JJ54-4,Isoform 4 of Heterogeneous nuclear ribonucleoprotein D0 OS=Rattus norvegicus GN=Hnrnpd - [HNRPD_RAT],-0.037604954,-0.14454178,0.114930431,-0.237979738,-0.27897595,-0.094081243,2
E9PT87,Myosin light chain kinase 3 OS=Rattus norvegicus GN=Mylk3 PE=1 SV=1 - [MYLK3_RAT],-0.12936035,0.031395196,-0.197730367,-0.009980026,-0.04066863,-0.095053738,5
P21396,Amine oxidase [flavin-containing] A OS=Rattus norvegicus GN=Maoa PE=1 SV=1 - [AOFA_RAT],0.028180927,0.164357224,-0.053081725,0.033539111,0.180352799,-0.096026888,7
P09895,60S ribosomal protein L5 OS=Rattus norvegicus GN=Rpl5 PE=1 SV=3 - [RL5_RAT],0.107268676,0.134878054,-0.077870909,0.20270179,-0.2846447,-0.096026888,2
P10111,Peptidyl-prolyl cis-trans isomerase A OS=Rattus norvegicus GN=Ppia PE=1 SV=2 - [PPIA_RAT],0.280253477,0.440775061,0.156969346,0.622307193,-0.236606281,-0.09797516,2
P02770,Serum albumin OS=Rattus norvegicus GN=Alb PE=1 SV=2 - [ALBU_RAT],-0.151178461,0.159198595,-0.205904299,0.112503981,0.288149505,-0.098950283,8
O35264,Platelet-activating factor acetylhydrolase IB subunit beta OS=Rattus norvegicus GN=Pafah1b2 PE=1 SV=1 - [PA1B2_RAT],-0.006199816,0.106571664,0.025825987,0.056786026,-0.031107991,-0.098950283,3
P14659,Heat shock-related 70 kDa protein 2 OS=Rattus norvegicus GN=Hspa2 PE=1 SV=2 - [HSP72_RAT],0.011092968,-0.119249181,-0.112026618,-0.199178806,-0.157505409,-0.100902509,3
P16638-2,Isoform 2 of ATP-citrate synthase OS=Rattus norvegicus GN=Acly - [ACLY_RAT],0.092258508,0.379251277,-0.161510179,0.067991481,0.297285335,-0.102857381,4
B0LPN4-2,Isoform 2 of Ryanodine receptor 2 OS=Rattus norvegicus GN=Ryr2 - [RYR2_RAT],0.279234265,0.724213687,0.116023796,-0.083701589,0.347257024,-0.103835811,15
Q9QXQ0,Alpha-actinin-4 OS=Rattus norvegicus GN=Actn4 PE=1 SV=2 - [ACTN4_RAT],-0.118573795,-0.106767243,-0.18152014,0.038104605,-0.481515315,-0.103835811,6
Q9WTT7,Basic leucine zipper and W2 domain-containing protein 2 OS=Rattus norvegicus GN=Bzw2 PE=1 SV=1 - [BZW2_RAT],0.078262973,0.350120023,-0.004745712,-0.118845094,0.105182237,-0.104814905,3
P15205,Microtubule-associated protein 1B OS=Rattus norvegicus GN=Map1b PE=1 SV=2 - [MAP1B_RAT],-0.255137321,-0.314732593,-0.221011191,-0.035536157,-0.180572246,-0.106775089,20
P62083,40S ribosomal protein S7 OS=Rattus norvegicus GN=Rps7 PE=1 SV=1 - [RS7_RAT],0.01599593,-0.070966521,-0.110747066,0.02781185,-0.186927741,-0.106775089,10
P11530,Dystrophin OS=Rattus norvegicus GN=Dmd PE=1 SV=2 - [DMD_RAT],-0.016175276,0.224040274,0.33654137,-0.129685284,-0.307545102,-0.10873794,2
Q01177,Plasminogen OS=Rattus norvegicus GN=Plg PE=2 SV=2 - [PLMN_RAT],0.004940741,-0.067938829,-0.023886225,0.053407348,-0.192245458,-0.109720367,11
P18292,Prothrombin OS=Rattus norvegicus GN=F2 PE=1 SV=1 - [THRB_RAT],0.06057544,0.422950581,0.033947332,-0.144482286,0.447085898,-0.110703464,2
P85970,Actin-related protein 2/3 complex subunit 2 OS=Rattus norvegicus GN=Arpc2 PE=1 SV=1 - [ARPC2_RAT],-0.170543786,-0.543719518,-0.321040009,-0.036735904,-0.153350777,-0.113656782,6
Q9WVA1,Mitochondrial import inner membrane translocase subunit Tim8 A OS=Rattus norvegicus GN=Timm8a PE=1 SV=1 - [TIM8A_RAT],-0.08275332,-0.605302949,-0.37839318,0.023213615,-0.035880391,-0.117603966,2
Q62844,Tyrosine-protein kinase Fyn OS=Rattus norvegicus GN=Fyn PE=1 SV=1 - [FYN_RAT],-0.007442983,-0.566328327,-0.109468647,-0.07566427,-0.533211344,-0.117603966,12
P43244,Matrin-3 OS=Rattus norvegicus GN=Matr3 PE=1 SV=2 - [MATR3_RAT],0.048662119,0.337996464,0.02116461,0.00408944,0.078934787,-0.118592452,6
Q62824,Exocyst complex component 4 OS=Rattus norvegicus GN=Exoc4 PE=1 SV=1 - [EXOC4_RAT],0.124396242,-0.01839086,0.077254226,0.038674277,-0.200794787,-0.12156198,6
Q07009,Calpain-2 catalytic subunit OS=Rattus norvegicus GN=Capn2 PE=1 SV=3 - [CAN2_RAT],-0.115889711,0.157474945,0.122566642,-0.392975737,-0.480213831,-0.12156198,2
O08679,Serine/threonine-protein kinase MARK2 OS=Rattus norvegicus GN=Mark2 PE=1 SV=1 - [MARK2_RAT],-0.033800041,-0.159503196,-0.059239203,-0.089914756,-0.033015057,-0.122553182,3
Q6AXV4,Sorting and assembly machinery component 50 homolog OS=Rattus norvegicus GN=Samm50 PE=1 SV=1 - [SAM50_RAT],-0.065818556,-0.063911764,-0.106915204,-0.21199685,-0.034924647,-0.122553182,15
P16617,Phosphoglycerate kinase 1 OS=Rattus norvegicus GN=Pgk1 PE=1 SV=2 - [PGK1_RAT],-0.159446077,-0.312342046,-0.214124805,-0.231096638,0.392006531,-0.123545066,5
Q6AYE2,Endophilin-B1 OS=Rattus norvegicus GN=Sh3glb1 PE=2 SV=1 - [SHLB1_RAT],-0.244837568,-0.517323784,-0.304854582,-0.34166109,-0.276714672,-0.124537632,6
Q4G061,Eukaryotic translation initiation factor 3 subunit B OS=Rattus norvegicus GN=Eif3b PE=1 SV=1 - [EIF3B_RAT],0.356646377,0.057508037,0.004730152,0.095082546,-0.336691448,-0.124537632,7
P23358,60S ribosomal protein L12 OS=Rattus norvegicus GN=Rpl12 PE=2 SV=1 - [RL12_RAT],-0.134784022,0.05195208,-0.110747066,-0.181157399,0.12156198,-0.125530882,9
P54645,5'-AMP-activated protein kinase catalytic subunit alpha-1 OS=Rattus norvegicus GN=Prkaa1 PE=1 SV=2 - [AAPK1_RAT],-0.171937021,-0.188803012,-0.157541277,-0.550280661,-0.019718235,-0.125530882,3
P35427,60S ribosomal protein L13a OS=Rattus norvegicus GN=Rpl13a PE=1 SV=2 - [RL13A_RAT],-0.045245016,-0.430508908,-0.16549003,-0.090537546,-0.329642435,-0.125530882,7
P11442,Clathrin heavy chain 1 OS=Rattus norvegicus GN=Cltc PE=1 SV=3 - [CLH1_RAT],0.078262973,-0.042952145,-0.27015884,0.098911502,-0.134801585,-0.131504783,5
Q9WVK3,Peroxisomal trans-2-enoyl-CoA reductase OS=Rattus norvegicus GN=Pecr PE=2 SV=1 - [PECR_RAT],0.094577954,0.147089573,0.096215315,0.008748935,-0.506469243,-0.131504783,5
P05964,Protein S100-A6 OS=Rattus norvegicus GN=S100a6 PE=1 SV=3 - [S10A6_RAT],-0.117231129,-0.40354186,-0.253118937,-0.16008617,-0.175297304,-0.132502843,3
Q6P7S1,Acid ceramidase OS=Rattus norvegicus GN=Asah1 PE=2 SV=1 - [ASAH1_RAT],0.011092968,0.219917108,0.100640764,-0.042749647,0.158794886,-0.135501171,10
P36876,Serine/threonine-protein phosphatase 2A 55 kDa regulatory subunit B alpha isoform OS=Rattus norvegicus GN=Ppp2r2a PE=2 SV=1 - [2ABA_RAT],0.058200633,-0.185517936,0.090664346,-0.103050158,-0.091431743,-0.135501171,6
P21708,Mitogen-activated protein kinase 3 OS=Rattus norvegicus GN=Mapk3 PE=1 SV=5 - [MK03_RAT],0.028180927,-0.115076524,-0.192306695,0.42160417,-0.704993204,-0.135501171,2
Q9Z244,GMP reductase 1 OS=Rattus norvegicus GN=Gmpr PE=2 SV=1 - [GMPR1_RAT],-0.183131607,0.150559677,-0.050626073,-0.105565756,0.060273242,-0.136502,6
Q68FS2,COP9 signalosome complex subunit 4 OS=Rattus norvegicus GN=Cops4 PE=1 SV=1 - [CSN4_RAT],0.008635225,0.061200156,0.009444846,-0.263034406,0.432648515,-0.140512274,4
O35783,Calumenin OS=Rattus norvegicus GN=Calu PE=1 SV=1 - [CALU_RAT],-0.275960085,-0.171368418,-0.271587959,-0.06644574,-0.017828653,-0.140512274,17
P55159,Serum paraoxonase/arylesterase 1 OS=Rattus norvegicus GN=Pon1 PE=1 SV=3 - [PON1_RAT],0.131190737,0.559083869,-0.022682474,-0.018251027,0.323605756,-0.142521599,11
P11030,Acyl-CoA-binding protein OS=Rattus norvegicus GN=Dbi PE=1 SV=3 - [ACBP_RAT],0.031816447,-0.069956584,-0.094215342,-0.242817522,-0.234410397,-0.142521599,12
B0BNC9,Quinone oxidoreductase-like protein 2 OS=Rattus norvegicus PE=2 SV=1 - [QORL2_RAT],0.209252708,0.13837762,-0.251707988,0.047758574,0.075398768,-0.143527311,5
Q5RKI1,Eukaryotic initiation factor 4A-II OS=Rattus norvegicus GN=Eif4a2 PE=1 SV=1 - [IF4A2_RAT],0.149154487,0.05287956,-0.07912162,0.056223462,-0.046435573,-0.144533726,12
B0BNN3,Carbonic anhydrase 1 OS=Rattus norvegicus GN=Ca1 PE=1 SV=1 - [CAH1_RAT],-0.3016557,-0.302819272,-0.177495883,0.009911462,-0.171091193,-0.144533726,5
P14669,Annexin A3 OS=Rattus norvegicus GN=Anxa3 PE=1 SV=4 - [ANXA3_RAT],-0.037604954,-0.021316231,-0.379933698,0.010492374,-0.045472814,-0.149576356,4
Q9Z339,Glutathione S-transferase omega-1 OS=Rattus norvegicus GN=Gsto1 PE=1 SV=2 - [GSTO1_RAT],0.106119576,0.263034406,0.085091937,-0.451773403,0.08598093,-0.150587001,7
Q9Z0V5,Peroxiredoxin-4 OS=Rattus norvegicus GN=Prdx4 PE=2 SV=1 - [PRDX4_RAT],-0.318529518,-0.108840081,-0.114589132,-0.09365554,0.078051594,-0.151598354,3
P36201,Cysteine-rich protein 2 OS=Rattus norvegicus GN=Crip2 PE=2 SV=1 - [CRIP2_RAT],0.098050146,0.057508037,0.199881829,-0.390672951,-0.010294981,-0.151598354,3
P62914,60S ribosomal protein L11 OS=Rattus norvegicus GN=Rpl11 PE=1 SV=2 - [RL11_RAT],-0.243372159,-0.305194079,-0.157541277,-0.198507317,0.13775784,-0.152610416,2
Q6MG08,ATP-binding cassette sub-family F member 1 OS=Rattus norvegicus GN=Abcf1 PE=1 SV=1 - [ABCF1_RAT],-0.28799515,0.08043027,-0.106915204,-0.50060023,0.078051594,-0.152610416,7
Q6P0K8,Junction plakoglobin OS=Rattus norvegicus GN=Jup PE=1 SV=1 - [PLAK_RAT],-0.076216403,-0.200912694,-0.152266335,-0.143189549,0.071854061,-0.152610416,3
P68511,14-3-3 protein eta OS=Rattus norvegicus GN=Ywhah PE=1 SV=2 - [1433F_RAT],-0.171937021,-0.232203976,-0.127470423,-0.161394144,-0.050293049,-0.153623189,5
Q03114,Cyclin-dependent-like kinase 5 OS=Rattus norvegicus GN=Cdk5 PE=1 SV=1 - [CDK5_RAT],-0.115889711,-0.258425153,-0.310719204,-0.034337408,-0.143016241,-0.153623189,3
P27321-5,Isoform 5 of Calpastatin OS=Rattus norvegicus GN=Cast - [ICAL_RAT],0.096893677,0.11725175,0.036259344,0.035252865,-0.18480613,-0.154636674,7
P31977,Ezrin OS=Rattus norvegicus GN=Ezr PE=1 SV=3 - [EZRI_RAT],0.03906012,-0.496820904,-0.267304843,-0.06338594,-0.256521099,-0.154636674,5
P34064,Proteasome subunit alpha type-5 OS=Rattus norvegicus GN=Psma5 PE=1 SV=1 - [PSA5_RAT],-0.14432479,-0.416320465,-0.18825228,-0.12457387,-0.033969536,-0.15565087,3
P62907,60S ribosomal protein L10a OS=Rattus norvegicus GN=Rpl10a PE=1 SV=2 - [RL10A_RAT],0.064130337,-0.109877618,-0.130060541,-0.17718303,-0.216962626,-0.156665781,14
P68101,Eukaryotic translation initiation factor 2 subunit 1 OS=Rattus norvegicus GN=Eif2s1 PE=1 SV=2 - [IF2A_RAT],-0.073609907,-0.365871442,0.040872281,-0.07689787,-0.517106674,-0.156665781,4
P20070-3,Isoform 3 of NADH-cytochrome b5 reductase 3 OS=Rattus norvegicus GN=Cyb5r3 - [NB5R3_RAT],-0.14432479,-0.209784021,-0.299013703,0.077448162,-0.228935267,-0.157681406,9
P62828,GTP-binding nuclear protein Ran OS=Rattus norvegicus GN=Ran PE=1 SV=3 - [RAN_RAT],0.180062678,-0.196497403,-0.045727274,-0.013518936,-0.354466149,-0.158697746,25
P50878,60S ribosomal protein L4 OS=Rattus norvegicus GN=Rpl4 PE=1 SV=3 - [RL4_RAT],0.253517094,-0.171368418,-0.055541563,-0.212674649,0.320621897,-0.159714803,3
P48004-2,Isoform RC6-IS of Proteasome subunit alpha type-7 OS=Rattus norvegicus GN=Psma7 - [PSA7_RAT],-0.371968777,-0.300448367,-0.328457481,-0.223562965,0.156286578,-0.159714803,16
Q80U96,Exportin-1 OS=Rattus norvegicus GN=Xpo1 PE=1 SV=1 - [XPO1_RAT],0.135702687,0.272620455,-0.084135335,-0.132247798,0.019452363,-0.159714803,10
P63324,40S ribosomal protein S12 OS=Rattus norvegicus GN=Rps12 PE=1 SV=2 - [RS12_RAT],-0.187352073,-0.273459385,-0.031129897,-0.28567648,-0.19651379,-0.159714803,6
P02564,Myosin-7 OS=Rattus norvegicus GN=Myh7 PE=1 SV=2 - [MYH7_RAT],-0.130714358,-0.183332034,-0.150950608,-0.54003663,-0.236606281,-0.159714803,6
P49134,Integrin beta-1 OS=Rattus norvegicus GN=Itgb1 PE=2 SV=1 - [ITB1_RAT],0.003707141,0.243669081,-0.039627074,0.012233708,0.115548952,-0.160732577,6
P62804,Histone H4 OS=Rattus norvegicus GN=Hist1h4b PE=1 SV=2 - [H4_RAT],-0.121262883,-0.029146346,-0.110747066,-0.489058608,-0.129691077,-0.160732577,4
D4A1J4,3-hydroxybutyrate dehydrogenase type 2 OS=Rattus norvegicus GN=Bdh2 PE=3 SV=2 - [BDH2_RAT],-0.08931999,-0.275786313,-0.061709572,-0.179168846,-0.522454947,-0.160732577,24
P62961,Nuclease-sensitive element-binding protein 1 OS=Rattus norvegicus GN=Ybx1 PE=2 SV=3 - [YBOX1_RAT],-0.133426192,0.020057652,-0.027503515,-0.249061463,0.163798458,-0.16175107,2
Q7TP52,Carboxymethylenebutenolidase homolog OS=Rattus norvegicus GN=Cmbl PE=2 SV=1 - [CMBL_RAT],-0.031268997,-0.183332034,-0.112026618,-0.039138394,-0.2410081,-0.16175107,5
Q05175,Brain acid soluble protein 1 OS=Rattus norvegicus GN=Basp1 PE=1 SV=2 - [BASP1_RAT],-0.033800041,-0.329159664,-0.441334243,0.020332258,-0.417837943,-0.16175107,2
P34058,Heat shock protein HSP 90-beta OS=Rattus norvegicus GN=Hsp90ab1 PE=1 SV=4 - [HS90B_RAT],0.10496956,-0.145605322,0.036259344,0.078002512,-0.042588384,-0.163790215,6
P18614,Integrin alpha-1 OS=Rattus norvegicus GN=Itga1 PE=1 SV=1 - [ITA1_RAT],-0.181727524,-0.461958547,-0.393872889,-0.079986492,-0.312169128,-0.163790215,18
Q793F9,Vacuolar protein sorting-associated protein 4A OS=Rattus norvegicus GN=Vps4a PE=1 SV=1 - [VPS4A_RAT],-0.013674937,-0.146669649,-0.232098239,0.084086341,-0.163759877,-0.165832247,3
B4F795,Choline transporter-like protein 2 OS=Rattus norvegicus GN=Slc44a2 PE=2 SV=1 - [CTL2_RAT],-0.473106556,-0.24925059,-0.498754359,-0.132889139,0.243158594,-0.169925001,2
P11348,Dihydropteridine reductase OS=Rattus norvegicus GN=Qdpr PE=1 SV=1 - [DHPR_RAT],-0.171937021,-0.194294815,-0.173482821,-0.096154796,-0.049327712,-0.173002205,13
Q6P6V0,Glucose-6-phosphate isomerase OS=Rattus norvegicus GN=Gpi PE=1 SV=1 - [G6PI_RAT],0.187687358,0.082248412,0.251538767,0.101640262,-0.362836554,-0.173002205,6
P97521,Mitochondrial carnitine/acylcarnitine carrier protein OS=Rattus norvegicus GN=Slc25a20 PE=1 SV=1 - [MCAT_RAT],0.108416861,0.381467967,0.231501014,-0.012928515,0.265829425,-0.175057326,8
P62078,Mitochondrial import inner membrane translocase subunit Tim8 B OS=Rattus norvegicus GN=Timm8b PE=3 SV=1 - [TIM8B_RAT],-0.280461478,-0.6274193,-0.446167397,-0.274311024,-0.032061209,-0.176085986,4
Q4QQR9,Protein MEMO1 OS=Rattus norvegicus GN=Memo1 PE=1 SV=1 - [MEMO1_RAT],0.515686316,0.125210248,0.010621116,0.602407635,-0.102402861,-0.17711538,2
P62275,40S ribosomal protein S29 OS=Rattus norvegicus GN=Rps29 PE=1 SV=2 - [RS29_RAT],-0.046522302,-0.14454178,-0.135254768,0.065198266,-0.11446728,-0.17711538,11
Q63081,Protein disulfide-isomerase A6 OS=Rattus norvegicus GN=Pdia6 PE=1 SV=2 - [PDIA6_RAT],-0.074912566,-0.031110533,-0.022682474,-0.165981413,-0.391909478,-0.17711538,5
P41498,Low molecular weight phosphotyrosine protein phosphatase OS=Rattus norvegicus GN=Acp1 PE=1 SV=3 - [PPAC_RAT],0.034235048,-0.180059379,-0.113307306,-0.332055402,-0.068758242,-0.181240315,12
P53987,Monocarboxylate transporter 1 OS=Rattus norvegicus GN=Slc16a1 PE=1 SV=1 - [MOT1_RAT],-0.228799358,-0.070966521,-0.158863032,-0.534941763,0.155449505,-0.182273394,12
P63255,Cysteine-rich protein 1 OS=Rattus norvegicus GN=Crip1 PE=1 SV=2 - [CRIP1_RAT],0.132320048,0.057508037,0.100640764,-0.361818088,-0.179515713,-0.182273394,3
P23928,Alpha-crystallin B chain OS=Rattus norvegicus GN=Cryab PE=1 SV=1 - [CRYAB_RAT],-0.043968859,-0.135005017,0.109451142,-0.372381802,-0.388243161,-0.183307213,4
